evaluator_or_model,study,source_path,archive_path,status,sha256,score_table_identifier
backups,Jiang&Rao2024,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Jiang&Rao2024__phi-4-reasoning-plus__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Jiang&Rao2024__phi-4-reasoning-plus__T070__R03.json,complete,47e1084137f099e5ac8883a51e45a98e2c2bda594b17b05c7b8d374a52fd7a5d,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T000__R01.json,complete,22f3cceae0107d5552e69befc35da1fe66832456b37b4c7811a086e3bb48a621,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T000__R02.json,complete,00f2d7aa074a080d34fbc4faa78ce93c3112db019aa6f7a6c1512d87bc00193a,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T000__R03.json,complete,8aff572fa41d1799b72fcf96740c95d1ea6caa67c8d729c8f0c9275c7a714149,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T035__R01.json,complete,54d3087dbda7a2e3a0636d6aaf5bbb5851477531c276246c93e2af496a7ab6ef,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T035__R02.json,complete,2bac0ee5f664253b9ad1782b4381afc4b12518ed7a2a285a6b924ed6e196acc5,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T035__R03.json,complete,fc845b6b6b0017d661ad129f6544caa98c8fa8c1eadf79cd862bc53533baf0bb,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T070__R01.json,complete,5bee8ce0341d52df76d12966f9e82c9a318b6b14c6d0a7f426335d5299973964,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T070__R02.json,complete,be16e3e8d5ddb5d87ce9acb3a7fd0cd86a78b6a84d0f5ee9fe014c4e6956db2f,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__gemma-4-31b-it__T070__R03.json,complete,82aa4b6d192645332426ca750009f7af65b25ef4d990e5407d5f7200d5d6bf44,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T000__R01.json,complete,4241e678cdacd8336a4c5a37b59635c69e76e725ab2862284ca3eb8d956b49ed,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T000__R02.json,complete,ec7acbabcc3d702115431aca016914b61d177cd9b4504a5f0b9f2ff67c974a21,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T000__R03.json,complete,fd43e509f585c830d55145107775bb0aaa3c21abcb6261cf74fdaa6dd6a748e3,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T035__R01.json,complete,947cabb2621468b4c746b8af7b1444f004fbf0634e2d0f4dcfe9d652d278ab0c,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T035__R02.json,complete,153dad4478bcc0d61c30ff757d1f821df35e3db41fc7d27d70798ccee2c7d4be,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T035__R03.json,complete,9621834006004d44163458effc8a82fd0bbb3782720b29c0c91f79d1fe17061d,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T070__R01.json,complete,9dfc71ba8efa22988ad3352a7214b9e5dbd7edd57220e45d7e1e6ed79689b96f,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T070__R02.json,complete,7a2a4e27ae028705f196508294bbffda25b3b648982011db03443d152a6a7312,hpc_ag_table
backups,Keller2012,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2012__phi-4-reasoning-plus__T070__R03.json,complete,7248786b724ec56fbbd46b415764a1a6e751e23e3c01f9bff08c22de570da899,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T000__R01.json,complete,0292eaa74fe3073b47c3071f6d177dba0c2ffebfa9b996d1c1760c16e8f85329,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T000__R02.json,complete,29886fda0709dd612276c4775b4a3707cb0728a7c4276b5de454e964702bc661,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T000__R03.json,complete,799127752415d9a1fd3d7af98d41c4069c7b74072fbf6f4fb15fb4715d235e2f,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T035__R01.json,complete,b55502265a96fd62b4b536bf66d95388ab7e29bf875d458e4b1f248e03a49888,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T035__R02.json,complete,62c0d62d3f3a84da6bfb110005a103651038fc2aa9f48ce377cca78e3303e959,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T035__R03.json,complete,8e5c32b441dcff211075a38ce70a7d5a756f139f498907ce31244fe28987940e,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T070__R01.json,complete,4f631d1ee4c86ab417d90731ea4f1685ab99993d1fde60c28feed71950a2a0ff,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T070__R02.json,complete,0b0513989818335e15768d175e25024c9d7e0606ff044032f0af4c5769954515,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__gemma-4-31b-it__T070__R03.json,complete,4036d7e393052d753dc6c08ba1dd3557f900810ab2404289fc844a4f39455a48,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T000__R01.json,complete,99306541c444e80f677b7712bce14caef690c39c57f9412d0725ac552a033759,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T000__R02.json,complete,55bfc2b80b152f4fafc8ba37f3c704f8c592a17b6bafa337e7fbd2e080574abe,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T000__R03.json,complete,2079b080b82537a7b434d605cd9a99397048bd0f42824ec629fde3de06614a6f,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T035__R01.json,complete,0c3ee0e5e023ea32005a2f61dac9c406e656099d029e20e32df9a490ad8d4220,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T035__R02.json,complete,60ae1e45dd7d59a64172578e1fbe3f2d62cfefdc70f27d7819664a239e615b75,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T035__R03.json,complete,03ba9466d8fda708489c6197e42924344a2f6ef5726bd3045dfd51cb61a28698,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T070__R01.json,complete,674028b7cb20ae0412f198c89776d46f80e210ef9418f3761bbafebf113e409e,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T070__R02.json,complete,a297017d0198b5650d4dd15bac5e10032b60297c8ba3f167bbfd4b94884b9d10,hpc_ag_table
backups,Keller2018,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Keller2018__phi-4-reasoning-plus__T070__R03.json,complete,0aebc740cfa0a7f03e1b86ab8ec3c9e8f29c47b9c03a4d687ae87aafc01244d9,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T000__R01.json,complete,74a2f19a02f767d8f0dc6999c4b76b2ab4d8b90fd42965e305f3b02198d5e080,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T000__R02.json,complete,97a6cdebcaa6a9239e22423fd0fc3520963bc51ceb06ef2b511b3eb589d4c657,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T000__R03.json,complete,090b67431429cba119cd2d4ab90d819246e2c2e32a2a19e7bb13d47f33fa9f3e,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T035__R01.json,complete,5c28b8750539b3736e252e72485e62d0276ee957730ba78ba7c2132e1dbd8f45,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T035__R02.json,complete,730e56519be1ce30b5c13c59dbc10e81aaa04dc67bb22b6709b5277d06d707de,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T035__R03.json,complete,909bca829c5c02c0fc3ba548b1a968599b7f2e235b304a3c863ec7ccb187088f,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T070__R01.json,complete,984405910ef28acbec01fd2b4898dcf632fdb6f7cc21e9fa448897ce77680d64,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T070__R02.json,complete,c0a5c0597aa59a1e5a6c3ae2ce9dac66ef7ed3f9d92a55dc28ff5f0dc267569e,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__gemma-4-31b-it__T070__R03.json,complete,b628be1bdfe8bc9d394a401ddfad7138e172d4b1bc194544404db4f3cfd0356d,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T000__R01.json,complete,c083159fd4c12278c353589f733d195c2830fc8ce5f26c8fb35e90178d74183b,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T000__R02.json,complete,77bd91cf8f3ff3d75419d98262a5195104a7835f23334782399811c17338e478,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T000__R03.json,complete,2e1113d57a79b85fa1ca98c9da26241b3681979220c011bbd2f70c41f6c77446,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T035__R01.json,complete,3b24a8da340101a9d82eacd1ee0cbd7cc486079179c5fa44828cca0f0cb67800,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T035__R02.json,complete,fc726942df7969b01a7bbbf9992dc844b22d3cdd34c256fd45a3a341ee91c38f,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T035__R03.json,complete,adaf40a6591e1ce16978f1a7fe346ed3abf4f6851b23e98f6f7632541aa4a9c8,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T070__R01.json,complete,1622c667c4715387f94fcad0f75202d4deff6b68795533c75bb584a9d31a6655,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T070__R02.json,complete,a4718a8078a198ef048492f121648b6a8db03272b639ffa39783406693aeb9dd,hpc_ag_table
backups,Kiebel2008,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/Kiebel2008__phi-4-reasoning-plus__T070__R03.json,complete,3c822429953cd1a0478e7f88ac69fa7949b6e60f10caaa026cc6a1813efcf580,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T000__R01.json,complete,553e87e4e5b9ed6c06097d1818aea454abd2e4d31b52e3e2b29cb3389148ead2,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T000__R02.json,complete,b8b36a695327cfc2ff26eedfd2963febda902e370d694f22ce1df77b9b7375e2,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T000__R03.json,complete,80da9d955fb60b4193a8a3d96e2e0428fba6672b3fdc9729bb6b999b4ee2e328,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T035__R01.json,complete,2251d52da4449781ecc0d6dad0f206bd4579cf120a74096ec9525a14c9d2f2ac,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T035__R02.json,complete,3d1ee5e94371a1c121ae479df2def927da35375aca3eb99e3edd75e522fb0473,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T035__R03.json,complete,52c4a195e2567280be7db92bab9938ccb1067d642a1a59a5d4c1bdd17b20af93,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T070__R01.json,complete,69d6a8f1360bf07f943e9866a3c2c19631a9ab33188dbea685a658bdbbf9862d,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T070__R02.json,complete,131d3235993dc4c898f542da99e8975dca24a916e0f26cbfccd5546a9b3fa927,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__gemma-4-31b-it__T070__R03.json,complete,7cde18b2ef269da98917d99053d2cb7cab02cc1057e6fc87dcb7627af6ad3da4,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T000__R01.json,complete,31686daf506808acb68a8773d6caab8eddd62f1f6d5614670ba053490d5b8b77,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T000__R02.json,complete,015f394092fc7fc2b07b6359e217c3a492fd7f574c3318459f88857efa28380a,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T000__R03.json,complete,de81fbefaa9998f39b49c3489b84c89d3acb354cd6957a7f279ea9eaafd21390,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T035__R01.json,complete,2474b727fe669b77dbaa5fa64a31192d4c70fe5d8995e245a3a185bb5e0cd540,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T035__R02.json,complete,5ecb9b29b7bdb9474ed7ee11f4bd2141ef32d143d03168b9cbf2bbc725f9c50b,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T035__R03.json,complete,0f5d7163e139e6c1618a0db23264c3cf5fd3b5588055f6114624d911b7ed1cbb,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T070__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T070__R01.json,complete,fb1d8abe186389f8b1649ab64a0ac9f360944aa9e1302c695d26b6771e96542e,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T070__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T070__R02.json,complete,a9182e03f2c656489dd56e3e6cc4521356bec74f4b0579c94b7aae28108f749d,hpc_ag_table
backups,LaoRodriguez2023,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T070__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LaoRodriguez2023__phi-4-reasoning-plus__T070__R03.json,complete,ceaaaab7d15081bef88c06d2e2fe6ce51d1904e8c61155237bdd228fc043a4f3,hpc_ag_table
backups,LeeMejias2025,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T000__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T000__R01.json,complete,3350d8c261979ce23e0bc058a07a05ed8ca751b1cdca726b8aa570138a3ff4a1,hpc_ag_table
backups,LeeMejias2025,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T000__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T000__R02.json,complete,08faac473eed77f18c6fbaf30f016b312dd0db8233d5fc3736e88d428ad587d8,hpc_ag_table
backups,LeeMejias2025,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T000__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T000__R03.json,complete,f36d0a87f821e48656270c7484e1ecd8912e2649ea2c47f7eab161b4decb0910,hpc_ag_table
backups,LeeMejias2025,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T035__R01.json,data/reasoning_logs/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T035__R01.json,complete,51d0b7e91099d229898b385013444ff0d998a3f2ead8e42283abd65df4df0775,hpc_ag_table
backups,LeeMejias2025,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T035__R02.json,data/reasoning_logs/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T035__R02.json,complete,9e0e915f9575de4e9da8039811de8c6403ca0ee09d4a940760ef9ce469add4f4,hpc_ag_table
backups,LeeMejias2025,content/reviewer_robustness_2026/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T035__R03.json,data/reasoning_logs/backups/raw_snapshot_20260816/LeeMejias2025__gemma-4-31b-it__T035__R03.json,complete,d908c272c94f09f33ca0c10d4bf5ca9f3c0d07475965bb48d97285306485ecee,hpc_ag_table
