paper_id,scientific_model,served_model_id,temperature,repeat,context,factor,score,condition_id,parse_status,is_recovered,parser_method
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Inhibition (GABA),,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Habituation to Sequence,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Synaptic Depression (Adaptation),,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Activity Suppression,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Selective Sharpening,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Alpha/Beta Mediated Suppression,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,VIP-Mediated Disinhibition,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Precision Weighting (Gain),,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,E/I Balance Shift,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Omission Response,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Deviance Detection,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward AMPA,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward NMDA,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Ascending Gamma,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Absence of Feedback Error,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Non-local Supragranular Activity (L2/3),,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Non-local Granular Activity (L4),,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Non-local Directed Connectivity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Non-local Activation,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Ascending Latency Shift,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Feedforward Error Propagation,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Subcortical Feedforward Relaying,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Canonical Microcircuit Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Hierarchical Mechanism Invariance,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Hierarchical Activity Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Hierarchical CSD Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Cross-Scale Hierarchical Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Hierarchical Presence (V1-PFC),,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Cross-Modal Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Interspecies Hierarchical Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Temporal Stability of Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Hierarchical Order Stability,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,Population-Wide Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,3,GO,State-Independent Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T035__R03,valid,False,cleaned_json
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Subtractive Inhibition (SST),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Divisive Inhibition (PV),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Inhibition (GABA),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Habituation to Sequence,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Synaptic Depression (Adaptation),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Activity Suppression,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Selective Sharpening,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Alpha/Beta Mediated Suppression,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,VIP-Mediated Disinhibition,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Precision Weighting (Gain),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,E/I Balance Shift,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Omission Response,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Deviance Detection,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward AMPA,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward NMDA,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Ascending Gamma,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Absence of Feedback Error,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Non-local Supragranular Activity (L2/3),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Non-local Granular Activity (L4),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Non-local Directed Connectivity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Non-local Activation,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Ascending Latency Shift,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Feedforward Error Propagation,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Subcortical Feedforward Relaying,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Canonical Microcircuit Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Hierarchical Mechanism Invariance,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Hierarchical Activity Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Hierarchical CSD Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Cross-Scale Hierarchical Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Hierarchical Presence (V1-PFC),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Cross-Modal Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Interspecies Hierarchical Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Temporal Stability of Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Hierarchical Order Stability,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,Population-Wide Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,LO,State-Independent Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Subtractive Inhibition (SST),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Divisive Inhibition (PV),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Inhibition (GABA),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Habituation to Sequence,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Synaptic Depression (Adaptation),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Activity Suppression,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Selective Sharpening,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Alpha/Beta Mediated Suppression,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,VIP-Mediated Disinhibition,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Precision Weighting (Gain),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,E/I Balance Shift,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Omission Response,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Deviance Detection,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward AMPA,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward NMDA,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Ascending Gamma,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Absence of Feedback Error,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Non-local Supragranular Activity (L2/3),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Non-local Granular Activity (L4),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Non-local Directed Connectivity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Non-local Activation,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Ascending Latency Shift,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Feedforward Error Propagation,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Subcortical Feedforward Relaying,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Canonical Microcircuit Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Hierarchical Mechanism Invariance,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Hierarchical Activity Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Hierarchical CSD Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Cross-Scale Hierarchical Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Hierarchical Presence (V1-PFC),,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Cross-Modal Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Interspecies Hierarchical Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Temporal Stability of Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Hierarchical Order Stability,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,Population-Wide Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bakhtiari2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,1,GO,State-Independent Ubiquity,,Bakhtiari2021__phi-4-reasoning-plus__T070__R01,recovered,True,regex_trace_extraction
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Subtractive Inhibition (SST),,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Divisive Inhibition (PV),,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Inhibition (GABA),0.6,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Habituation to Sequence,0.4,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Synaptic Depression (Adaptation),,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Activity Suppression,0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Selective Sharpening,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Alpha/Beta Mediated Suppression,0.6,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,VIP-Mediated Disinhibition,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Precision Weighting (Gain),0.6,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,E/I Balance Shift,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Omission Response,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Deviance Detection,0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward AMPA,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward NMDA,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Ascending Gamma,0.7,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Absence of Feedback Error,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Non-local Supragranular Activity (L2/3),0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Non-local Granular Activity (L4),0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Non-local Directed Connectivity,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Non-local Activation,0.6,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Ascending Latency Shift,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Feedforward Error Propagation,0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Subcortical Feedforward Relaying,0.4,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Canonical Microcircuit Ubiquity,0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Hierarchical Mechanism Invariance,0.6,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Hierarchical Activity Ubiquity,0.7,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Hierarchical CSD Ubiquity,,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Cross-Scale Hierarchical Ubiquity,0.6,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Hierarchical Presence (V1-PFC),0.7,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Cross-Modal Ubiquity,0.8,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
Bastos2012,gemma-4-31b-it,gemma-4-31b-it,0.0,1,LO,Interspecies Hierarchical Ubiquity,0.7,Bastos2012__gemma-4-31b-it__T000__R01,recovered,True,extracted_json_block
