paper_id,context,factor,human_score,council_score,absolute_difference,audit_priority,source_markdown,source_location,source_evidence_summary,supports_human_direction,supports_council_direction,ambiguous_or_insufficient,adjudicator_id,adjudication_note
Keller2018,LO,LO-F21,0.2,0.686,0.486,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F16,1.0,0.517,0.483,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F24,0.2,0.68,0.48,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F13,0.0,0.48,0.48,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F34,0.2,0.68,0.48,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F34,0.2,0.68,0.48,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F19,0.2,0.68,0.48,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F13,0.2,0.675,0.475,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F24,0.2,-0.275,0.475,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F17,0.2,0.675,0.475,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F06,0.2,0.675,0.475,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F23,-0.6,-0.125,0.475,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F21,0.2,0.675,0.475,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F19,0.0,0.475,0.475,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F07,0.2,0.675,0.475,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F25,0.2,0.667,0.467,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F27,0.0,0.467,0.467,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F17,0.2,0.667,0.467,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F09,0.2,0.667,0.467,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F13,1.0,0.533,0.467,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F21,0.2,0.667,0.467,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F09,0.2,0.667,0.467,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F13,0.2,0.66,0.46,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F11,0.2,0.66,0.46,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F17,1.0,0.543,0.457,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F17,1.0,0.543,0.457,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F27,0.2,0.65,0.45,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F23,0.2,0.65,0.45,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F27,0.2,0.65,0.45,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F22,0.2,0.65,0.45,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F07,0.2,0.65,0.45,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F06,0.2,0.65,0.45,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F18,0.2,0.65,0.45,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F11,0.2,0.65,0.45,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F27,0.2,0.65,0.45,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F29,0.2,0.65,0.45,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F23,-0.6,-0.15,0.45,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F34,0.0,0.45,0.45,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F31,0.2,0.65,0.45,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F21,0.2,0.65,0.45,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F32,0.2,0.65,0.45,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F27,0.2,0.65,0.45,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F23,0.2,0.64,0.44,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F13,0.2,0.64,0.44,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F27,0.2,0.64,0.44,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F17,1.0,0.56,0.44,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F33,0.2,0.64,0.44,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F16,1.0,0.567,0.433,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F15,0.2,0.633,0.433,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F17,-0.6,-0.167,0.433,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F13,1.0,0.567,0.433,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F23,0.2,0.633,0.433,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F34,0.2,0.633,0.433,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F07,0.2,0.633,0.433,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F10,0.2,0.633,0.433,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F29,0.2,0.633,0.433,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F10,1.0,0.571,0.429,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F21,0.2,0.625,0.425,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F12,1.0,0.575,0.425,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F26,1.0,0.575,0.425,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F23,0.2,0.625,0.425,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F21,0.2,-0.225,0.425,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F26,1.0,0.575,0.425,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F10,0.2,0.625,0.425,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F04,0.2,0.625,0.425,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F17,1.0,0.58,0.42,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F18,0.2,0.62,0.42,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F17,0.2,0.62,0.42,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F27,1.0,0.58,0.42,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F14,0.2,0.62,0.42,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F18,0.2,-0.22,0.42,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F23,1.0,0.58,0.42,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F04,0.2,0.617,0.417,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F02,0.0,0.4,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F29,0.2,0.6,0.4,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F25,0.6,0.2,0.4,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F35,0.2,0.6,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F34,1.0,0.6,0.4,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F26,0.2,0.6,0.4,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F22,0.2,0.6,0.4,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F29,0.2,0.6,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F25,0.2,0.6,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F26,1.0,0.6,0.4,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F10,1.0,0.6,0.4,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F29,0.2,0.6,0.4,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F05,-0.2,0.2,0.4,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F34,0.2,0.6,0.4,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F19,0.2,0.6,0.4,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F11,0.6,0.2,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F32,0.2,0.6,0.4,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F30,0.0,0.4,0.4,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F26,1.0,0.6,0.4,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F15,-0.2,0.2,0.4,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F21,0.2,0.6,0.4,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F07,0.2,0.6,0.4,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F23,0.2,0.6,0.4,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F31,0.2,0.6,0.4,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F35,0.2,0.6,0.4,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F31,0.2,0.6,0.4,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F26,0.2,0.6,0.4,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F34,0.2,0.6,0.4,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F24,0.2,0.6,0.4,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F06,0.2,0.6,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F25,0.2,0.6,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F32,0.2,0.6,0.4,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,GO,GO-F26,0.0,0.4,0.4,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F23,0.0,0.4,0.4,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F29,0.2,0.6,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F25,0.0,0.4,0.4,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F35,0.2,0.6,0.4,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F26,0.2,-0.2,0.4,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F13,0.0,0.4,0.4,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F27,0.2,0.6,0.4,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F35,0.2,0.6,0.4,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F26,0.0,0.4,0.4,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F26,0.2,0.6,0.4,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F06,0.6,0.2,0.4,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F29,0.2,0.6,0.4,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F01,0.6,0.2,0.4,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,GO,GO-F10,0.2,0.6,0.4,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F10,0.2,0.6,0.4,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F11,0.6,0.2,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F06,1.0,0.6,0.4,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F34,0.2,0.6,0.4,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F23,0.2,0.6,0.4,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F34,1.0,0.6,0.4,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F31,0.2,0.6,0.4,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F01,1.0,0.6,0.4,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F29,0.2,0.6,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F03,0.2,0.6,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F29,0.2,0.6,0.4,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F06,1.0,0.6,0.4,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F34,0.2,0.6,0.4,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F23,0.2,-0.2,0.4,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F22,0.2,-0.2,0.4,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F30,0.2,0.6,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F35,0.2,0.6,0.4,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F03,0.2,0.6,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F25,0.2,0.6,0.4,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F08,0.2,0.586,0.386,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F23,1.0,0.617,0.383,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F17,0.2,0.583,0.383,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F10,1.0,0.617,0.383,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F06,0.6,0.22,0.38,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F11,0.2,0.58,0.38,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F14,0.2,0.58,0.38,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F05,0.6,0.22,0.38,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F02,0.2,0.575,0.375,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F18,0.0,0.375,0.375,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F10,0.0,0.375,0.375,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F10,0.2,0.575,0.375,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F13,0.2,-0.175,0.375,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F18,0.2,-0.175,0.375,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F21,0.2,0.575,0.375,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F07,0.2,0.575,0.375,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F27,1.0,0.625,0.375,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F13,0.2,0.575,0.375,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F17,-0.6,-0.225,0.375,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F21,0.2,0.571,0.371,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F17,-0.2,0.167,0.367,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F34,0.2,0.567,0.367,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F23,1.0,0.633,0.367,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F27,0.2,0.567,0.367,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F19,1.0,0.633,0.367,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F27,0.2,0.567,0.367,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F08,0.2,0.567,0.367,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F05,0.2,0.567,0.367,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F07,0.2,0.567,0.367,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F07,0.2,0.567,0.367,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F34,0.2,0.567,0.367,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F27,0.2,0.567,0.367,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F34,0.2,0.567,0.367,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F06,1.0,0.64,0.36,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F23,1.0,0.64,0.36,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F07,0.0,0.36,0.36,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F21,0.2,0.56,0.36,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F21,1.0,0.643,0.357,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F06,1.0,0.643,0.357,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F32,0.2,0.55,0.35,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F27,0.2,0.55,0.35,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F34,0.2,0.55,0.35,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F32,0.2,0.55,0.35,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F19,0.0,0.35,0.35,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F15,-0.2,0.15,0.35,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F34,0.2,0.55,0.35,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F13,0.2,-0.15,0.35,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F25,1.0,0.65,0.35,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F30,0.2,0.55,0.35,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F03,0.2,0.55,0.35,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F23,1.0,0.65,0.35,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F10,0.2,0.55,0.35,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F17,1.0,0.65,0.35,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F20,0.2,0.55,0.35,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F23,1.0,0.65,0.35,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F25,0.2,0.55,0.35,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F24,1.0,0.65,0.35,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F17,1.0,0.65,0.35,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F05,0.2,0.55,0.35,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F11,0.2,0.55,0.35,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F07,0.0,0.35,0.35,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F29,1.0,0.65,0.35,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Attinger2017,LO,LO-F02,0.2,0.543,0.343,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F01,1.0,0.657,0.343,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F03,1.0,0.657,0.343,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F21,0.2,0.54,0.34,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F03,0.2,0.54,0.34,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Attinger2017,GO,GO-F33,0.2,0.54,0.34,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F01,0.6,0.267,0.333,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F27,0.2,0.533,0.333,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F01,0.6,0.267,0.333,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F27,0.2,0.533,0.333,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F08,0.2,0.533,0.333,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F21,0.2,0.533,0.333,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F34,0.2,0.533,0.333,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F09,1.0,0.667,0.333,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F25,0.2,0.533,0.333,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F04,0.2,0.533,0.333,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F06,1.0,0.671,0.329,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F20,0.2,0.525,0.325,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F03,0.2,0.525,0.325,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F26,1.0,0.675,0.325,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F18,0.0,0.325,0.325,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F09,1.0,0.68,0.32,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F09,0.2,0.52,0.32,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F01,1.0,0.683,0.317,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F13,1.0,0.683,0.317,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
